timestamp,target_dist,target_x,target_y,skew,target_1_horizontal_angle,target_2_horizontal_angle,target_3_horizontal_angle,heading,horiz_angle,to_the_left,difference,heading_model,has_target,unfiltered_horiz_angle_1,unfiltered_horiz_angle_2,unfiltered_horiz_angle_3,overall_tx,back_target_dist,back_horiz_angle,back_has_target,pricey_has_target,pricey_horiz_angle,pricey_target_dist,queue_index
1399930,0.646216,0,0,0,-520.108,0,0,0,0,1,0,0,0,-520.108,-520.108,-520.108,0,0.646216,0,0,0,0,1.08364,19

1399940,0.646216,0,0,0,-520.108,0,0,0,0,1,0,0,0,-520.108,-520.108,-520.108,0,0.646216,0,0,0,0,1.08364,20

1399950,0.646216,0,0,0,-520.108,0,0,0,0,1,0,0,0,-520.108,-520.108,-520.108,0,0.646216,0,0,0,0,1.08364,21

1399960,0.646216,0,0,0,-520.108,0,0,0,0,1,0,0,0,-520.108,-520.108,-520.108,0,0.646216,0,0,0,0,1.08364,22

1399970,0.646216,0,0,0,-520.108,0,0,0,0,1,0,0,0,-520.108,-520.108,-520.108,0,0.646216,0,0,0,0,1.08364,23

1399980,0.646216,0,0,0,-520.108,0,0,0,0,1,0,0,0,-520.108,-520.108,-520.108,0,0.646216,0,0,0,0,1.08364,24

1399990,0.646216,0,0,0,-520.108,0,0,0,0,1,0,0,0,-520.108,-520.108,-520.108,0,0.646216,0,0,0,0,1.08364,25

1400000,0.646216,0,0,0,-520.108,0,0,0,0,1,0,0,0,-520.108,-520.108,-520.108,0,0.646216,0,0,0,0,1.08364,26

1400010,0.646216,0,0,0,-520.108,0,0,0,0,1,0,0,0,-520.108,-520.108,-520.108,0,0.646216,0,0,0,0,1.08364,27

1400020,0.646216,0,0,0,-520.108,0,0,0,0,1,0,0,0,-520.108,-520.108,-520.108,0,0.646216,0,0,0,0,1.08364,28

1400030,0.646216,0,0,0,-520.108,0,0,0,0,1,0,0,0,-520.108,-520.108,-520.108,0,0.646216,0,0,0,0,1.08364,29

1400040,0.646216,0,0,0,-520.108,0,0,0,0,1,0,0,0,-520.108,-520.108,-520.108,0,0.646216,0,0,0,0,1.08364,30

1400050,0.646216,0,0,0,-520.108,0,0,0,0,1,0,0,0,-520.108,-520.108,-520.108,0,0.646216,0,0,0,0,1.08364,31

1400060,0.646216,0,0,0,-520.108,0,0,0,0,1,0,0,0,-520.108,-520.108,-520.108,0,0.646216,0,0,0,0,1.08364,32

1400070,0.646216,0,0,0,-520.108,0,0,0,0,1,0,0,0,-520.108,-520.108,-520.108,0,0.646216,0,0,0,0,1.08364,33

1400080,0.646216,0,0,0,-520.108,0,0,0,0,1,0,0,0,-520.108,-520.108,-520.108,0,0.646216,0,0,0,0,1.08364,34

1400090,0.646216,0,0,0,-520.108,0,0,0,0,1,0,0,0,-520.108,-520.108,-520.108,0,0.646216,0,0,0,0,1.08364,35

1400100,0.646216,0,0,0,-520.108,0,0,0,0,1,0,0,0,-520.108,-520.108,-520.108,0,0.646216,0,0,0,0,1.08364,36

1400110,0.646216,0,0,0,-520.108,0,0,0,0,1,0,0,0,-520.108,-520.108,-520.108,0,0.646216,0,0,0,0,1.08364,37

1400120,0.646216,0,0,0,-520.108,0,0,0,0,1,0,0,0,-520.108,-520.108,-520.108,0,0.646216,0,0,0,0,1.08364,38

1400130,0.646216,0,0,0,-520.108,0,0,0,0,1,0,0,0,-520.108,-520.108,-520.108,0,0.646216,0,0,0,0,1.08364,39

1400140,0.646216,0,0,0,-520.108,0,0,0,0,1,0,0,0,-520.108,-520.108,-520.108,0,0.646216,0,0,0,0,1.08364,40

1400150,0.646216,0,0,0,-520.108,0,0,0,0,1,0,0,0,-520.108,-520.108,-520.108,0,0.646216,0,0,0,0,1.08364,41

1400160,0.646216,0,0,0,-520.108,0,0,0,0,1,0,0,0,-520.108,-520.108,-520.108,0,0.646216,0,0,0,0,1.08364,42

1400170,0.646216,0,0,0,-520.108,0,0,0,0,1,0,0,0,-520.108,-520.108,-520.108,0,0.646216,0,0,0,0,1.08364,43

1400180,0.646216,0,0,0,-520.108,0,0,0,0,1,0,0,0,-520.108,-520.108,-520.108,0,0.646216,0,0,0,0,1.08364,44

