timestamp,target_dist,target_x,target_y,skew,target_1_horizontal_angle,target_2_horizontal_angle,target_3_horizontal_angle,heading,horiz_angle,to_the_left,difference,heading_model,has_target,unfiltered_horiz_angle_1,unfiltered_horiz_angle_2,unfiltered_horiz_angle_3,overall_tx,back_target_dist,back_horiz_angle,back_has_target,pricey_has_target,pricey_horiz_angle,pricey_target_dist,queue_index

1430840,0.646216,0,0,0,-0.191665,-1.72015e-173,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3110

1430850,0.646216,0,0,0,-0.191665,-8.94664e-174,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3111

1430860,0.646216,0,0,0,-0.191665,-4.65322e-174,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3112

1430870,0.646216,0,0,0,-0.191665,-2.42018e-174,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3113

1430880,0.646216,0,0,0,-0.191665,-1.25875e-174,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3114

1430890,0.646216,0,0,0,-0.191665,-6.54688e-175,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3115

1430900,0.646216,0,0,0,-0.191665,-3.40509e-175,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3116

1430910,0.646216,0,0,0,-0.191665,-1.77101e-175,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3117

1430920,0.646216,0,0,0,-0.191665,-9.21119e-176,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3118

1430930,0.646216,0,0,0,-0.191665,-4.79081e-176,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3119

1430940,0.646216,0,0,0,-0.191665,-2.49174e-176,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3120

1430950,0.646216,0,0,0,-0.191665,-1.29597e-176,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3121

1430960,0.646216,0,0,0,-0.191665,-6.74047e-177,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3122

1430970,0.646216,0,0,0,-0.191665,-3.50577e-177,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3123

1430980,0.646216,0,0,0,-0.191665,-1.82338e-177,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3124

1430990,0.646216,0,0,0,-0.191665,-9.48355e-178,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3125

1431000,0.646216,0,0,0,-0.191665,-4.93247e-178,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3126

1431010,0.646216,0,0,0,-0.191665,-2.56542e-178,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3127

1431020,0.646216,0,0,0,-0.191665,-1.33429e-178,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3128

1431030,0.646216,0,0,0,-0.191665,-6.93978e-179,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3129

1431040,0.646216,0,0,0,-0.191665,-3.60943e-179,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3130

1431050,0.646216,0,0,0,-0.191665,-1.8773e-179,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3131

1431060,0.646216,0,0,0,-0.191665,-9.76397e-180,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3132

1431070,0.646216,0,0,0,-0.191665,-5.07832e-180,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3133

1431080,0.646216,0,0,0,-0.191665,-2.64127e-180,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3134

1431090,0.646216,0,0,0,-0.191665,-1.37375e-180,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3135

1431100,0.646216,0,0,0,-0.191665,-7.14498e-181,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3136

1431110,0.646216,0,0,0,-0.191665,-3.71616e-181,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3137

1431120,0.646216,0,0,0,-0.191665,-1.93281e-181,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3138

1431130,0.646216,0,0,0,-0.191665,-1.00527e-181,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3139

1431140,0.646216,0,0,0,-0.191665,-5.22848e-182,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3140

1431150,0.646216,0,0,0,-0.191665,-2.71937e-182,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3141

1431160,0.646216,0,0,0,-0.191665,-1.41437e-182,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3142

1431170,0.646216,0,0,0,-0.191665,-7.35625e-183,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3143

1431180,0.646216,0,0,0,-0.191665,-3.82604e-183,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3144

1431190,0.646216,0,0,0,-0.191665,-1.98996e-183,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3145

1431200,0.646216,0,0,0,-0.191665,-1.03499e-183,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3146

1431210,0.646216,0,0,0,-0.191665,-5.38308e-184,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3147

1431220,0.646216,0,0,0,-0.191665,-2.79978e-184,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3148

1431230,0.646216,0,0,0,-0.191665,-1.45619e-184,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3149

1431240,0.646216,0,0,0,-0.191665,-7.57376e-185,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3150

1431250,0.646216,0,0,0,-0.191665,-3.93918e-185,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3151

1431260,0.646216,0,0,0,-0.191665,-2.0488e-185,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3152

1431270,0.646216,0,0,0,-0.191665,-1.0656e-185,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3153

1431280,0.646216,0,0,0,-0.191665,-5.54225e-186,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3154

1431290,0.646216,0,0,0,-0.191665,-2.88257e-186,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3155

1431300,0.646216,0,0,0,-0.191665,-1.49925e-186,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3156

1431310,0.646216,0,0,0,-0.191665,-7.79771e-187,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3157

1431320,0.646216,0,0,0,-0.191665,-4.05565e-187,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3158

1431330,0.646216,0,0,0,-0.191665,-2.10938e-187,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3159

1431340,0.646216,0,0,0,-0.191665,-1.0971e-187,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3160

1431350,0.646216,0,0,0,-0.191665,-5.70613e-188,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3161

1431360,0.646216,0,0,0,-0.191665,-2.9678e-188,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3162

1431370,0.646216,0,0,0,-0.191665,-1.54358e-188,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3163

1431380,0.646216,0,0,0,-0.191665,-8.02828e-189,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3164

1431390,0.646216,0,0,0,-0.191665,-4.17557e-189,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3165

1431400,0.646216,0,0,0,-0.191665,-2.17175e-189,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3166

1431410,0.646216,0,0,0,-0.191665,-1.12954e-189,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3167

1431420,0.646216,0,0,0,-0.191665,-5.87485e-190,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3168

1431430,0.646216,0,0,0,-0.191665,-3.05556e-190,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3169

1431440,0.646216,0,0,0,-0.191665,-1.58922e-190,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3170

1431450,0.646216,0,0,0,-0.191665,-8.26567e-191,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3171

1431460,0.646216,0,0,0,-0.191665,-4.29904e-191,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3172

1431470,0.646216,0,0,0,-0.191665,-2.23597e-191,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3173

1431480,0.646216,0,0,0,-0.191665,-1.16294e-191,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3174

1431490,0.646216,0,0,0,-0.191665,-6.04857e-192,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3175

1431500,0.646216,0,0,0,-0.191665,-3.14591e-192,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3176

1431510,0.646216,0,0,0,-0.191665,-1.63621e-192,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3177

1431520,0.646216,0,0,0,-0.191665,-8.51008e-193,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3178

1431530,0.646216,0,0,0,-0.191665,-4.42616e-193,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3179

1431540,0.646216,0,0,0,-0.191665,-2.30208e-193,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3180

1431550,0.646216,0,0,0,-0.191665,-1.19733e-193,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3181

1431560,0.646216,0,0,0,-0.191665,-6.22742e-194,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3182

1431570,0.646216,0,0,0,-0.191665,-3.23893e-194,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3183

1431580,0.646216,0,0,0,-0.191665,-1.68459e-194,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3184

1431590,0.646216,0,0,0,-0.191665,-8.76171e-195,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3185

1431600,0.646216,0,0,0,-0.191665,-4.55704e-195,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3186

1431610,0.646216,0,0,0,-0.191665,-2.37015e-195,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3187

1431620,0.646216,0,0,0,-0.191665,-1.23274e-195,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3188

1431630,0.646216,0,0,0,-0.191665,-6.41155e-196,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3189

1431640,0.646216,0,0,0,-0.191665,-3.3347e-196,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3190

1431650,0.646216,0,0,0,-0.191665,-1.73441e-196,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3191

1431660,0.646216,0,0,0,-0.191665,-9.02078e-197,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3192

1431670,0.646216,0,0,0,-0.191665,-4.69178e-197,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3193

1431680,0.646216,0,0,0,-0.191665,-2.44023e-197,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3194

1431690,0.646216,0,0,0,-0.191665,-1.26919e-197,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3195

1431700,0.646216,0,0,0,-0.191665,-6.60114e-198,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3196

1431710,0.646216,0,0,0,-0.191665,-3.43331e-198,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3197

1431720,0.646216,0,0,0,-0.191665,-1.78569e-198,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3198

1431730,0.646216,0,0,0,-0.191665,-9.28752e-199,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3199

1431740,0.646216,0,0,0,-0.191665,-4.83051e-199,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3200

1431750,0.646216,0,0,0,-0.191665,-2.51239e-199,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3201

1431760,0.646216,0,0,0,-0.191665,-1.30671e-199,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3202

1431770,0.646216,0,0,0,-0.191665,-6.79633e-200,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3203

1431780,0.646216,0,0,0,-0.191665,-3.53482e-200,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3204

1431790,0.646216,0,0,0,-0.191665,-1.83849e-200,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3205

1431800,0.646216,0,0,0,-0.191665,-9.56214e-201,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3206

1431810,0.646216,0,0,0,-0.191665,-4.97335e-201,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3207

1431820,0.646216,0,0,0,-0.191665,-2.58668e-201,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3208

1431830,0.646216,0,0,0,-0.191665,-1.34535e-201,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3209

1431840,0.646216,0,0,0,-0.191665,-6.99729e-202,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3210

1431850,0.646216,0,0,0,-0.191665,-3.63935e-202,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3211

1431860,0.646216,0,0,0,-0.191665,-1.89285e-202,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3212

1431870,0.646216,0,0,0,-0.191665,-9.84488e-203,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3213

1431880,0.646216,0,0,0,-0.191665,-5.1204e-203,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3214

1431890,0.646216,0,0,0,-0.191665,-2.66316e-203,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3215

1431900,0.646216,0,0,0,-0.191665,-1.38513e-203,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3216

1431910,0.646216,0,0,0,-0.191665,-7.20419e-204,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3217

1431920,0.646216,0,0,0,-0.191665,-3.74696e-204,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3218

1431930,0.646216,0,0,0,-0.191665,-1.94882e-204,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3219

1431940,0.646216,0,0,0,-0.191665,-1.0136e-204,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3220

1431950,0.646216,0,0,0,-0.191665,-5.27181e-205,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3221

1431960,0.646216,0,0,0,-0.191665,-2.74191e-205,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3222

1431970,0.646216,0,0,0,-0.191665,-1.42609e-205,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3223

1431980,0.646216,0,0,0,-0.191665,-7.41721e-206,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3224

1431990,0.646216,0,0,0,-0.191665,-3.85775e-206,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3225

1432000,0.646216,0,0,0,-0.191665,-2.00645e-206,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3226

1432010,0.646216,0,0,0,-0.191665,-1.04357e-206,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3227

1432020,0.646216,0,0,0,-0.191665,-5.42769e-207,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3228

1432030,0.646216,0,0,0,-0.191665,-2.82299e-207,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3229

1432040,0.646216,0,0,0,-0.191665,-1.46826e-207,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3230

1432050,0.646216,0,0,0,-0.191665,-7.63653e-208,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3231

1432060,0.646216,0,0,0,-0.191665,-3.97182e-208,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3232

1432070,0.646216,0,0,0,-0.191665,-2.06578e-208,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3233

1432080,0.646216,0,0,0,-0.191665,-1.07443e-208,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3234

1432090,0.646216,0,0,0,-0.191665,-5.58818e-209,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3235

1432100,0.646216,0,0,0,-0.191665,-2.90646e-209,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3236

1432110,0.646216,0,0,0,-0.191665,-1.51167e-209,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3237

1432120,0.646216,0,0,0,-0.191665,-7.86233e-210,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3238

1432130,0.646216,0,0,0,-0.191665,-4.08926e-210,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3239

1432140,0.646216,0,0,0,-0.191665,-2.12686e-210,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3240

1432150,0.646216,0,0,0,-0.191665,-1.1062e-210,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3241

1432160,0.646216,0,0,0,-0.191665,-5.75342e-211,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3242

1432170,0.646216,0,0,0,-0.191665,-2.9924e-211,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3243

1432180,0.646216,0,0,0,-0.191665,-1.55637e-211,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3244

1432190,0.646216,0,0,0,-0.191665,-8.09481e-212,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3245

1432200,0.646216,0,0,0,-0.191665,-4.21018e-212,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3246

1432210,0.646216,0,0,0,-0.191665,-2.18975e-212,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3247

1432220,0.646216,0,0,0,-0.191665,-1.13891e-212,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3248

1432230,0.646216,0,0,0,-0.191665,-5.92354e-213,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3249

1432240,0.646216,0,0,0,-0.191665,-3.08088e-213,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3250

1432250,0.646216,0,0,0,-0.191665,-1.60239e-213,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3251

1432260,0.646216,0,0,0,-0.191665,-8.33417e-214,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3252

1432270,0.646216,0,0,0,-0.191665,-4.33467e-214,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3253

1432280,0.646216,0,0,0,-0.191665,-2.2545e-214,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3254

1432290,0.646216,0,0,0,-0.191665,-1.17258e-214,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3255

1432300,0.646216,0,0,0,-0.191665,-6.09869e-215,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3256

1432310,0.646216,0,0,0,-0.191665,-3.17198e-215,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3257

1432320,0.646216,0,0,0,-0.191665,-1.64977e-215,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3258

1432330,0.646216,0,0,0,-0.191665,-8.5806e-216,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3259

1432340,0.646216,0,0,0,-0.191665,-4.46284e-216,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3260

1432350,0.646216,0,0,0,-0.191665,-2.32116e-216,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3261

1432360,0.646216,0,0,0,-0.191665,-1.20725e-216,0,0,0,1,0.0578245,0,0,-0.191665,-0.249489,-0.269156,0,0.646216,0,0,0,0,1.08364,3262

